,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
11,27/03/2024 04:07,27/03/2024 04:17,100,541,TRUE,27/03/2024 04:17,anonymous,EN,I agree to the above statements and consent to participating in this study,21.564,22.913,22.921,2,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,5,6,5,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,10.38,29.266,29.271,3,Slightly agree,Strongly agree,Slightly disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,4,4,3,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,22.576,22.576,22.579,1,Agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,23.686,23.686,23.69,1,Slightly agree,Strongly agree,Agree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,4,3,5,5,Mostly insufficient,2,"Breaking Barriers Alliance,Campaign for a better Britain",4,5,1,2,3,6,,There are no regulatory controls on any type of political advertising during UK elections,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,source,I do not identify with any political party,,50,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Very dissatisfied,Not very interested,A little ,A lot ,Less than 1/2 hour ,"More than five times a day	",1,0,1,1,0,549,"English, Italian",50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
12,27/03/2024 06:15,27/03/2024 06:23,100,472,TRUE,27/03/2024 06:23,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,25.435,25.435,25.438,1,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,3,2,2,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,41.69,41.69,41.693,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat disagree,Strongly disagree,2,2,1,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,37.258,37.258,37.262,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,5,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.961,35.961,35.963,1,Slightly agree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,3,4,4,2,Slightly sufficient,3,"Common Sense Collective,Speak Freely Inc.",3,1,4,5,2,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,,Labour,,65,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Fairly satisfied,Very interested ,A little ,A moderate amount  ,Less than 1/2 hour ,2-5 times a day,1,1,0,1,0,478,English,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
13,27/03/2024 04:59,27/03/2024 05:07,100,529,TRUE,27/03/2024 05:08,anonymous,EN,I agree to the above statements and consent to participating in this study,131.461,131.461,131.494,1,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,5,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,21.699,21.699,21.704,1,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,8.366,8.366,8.373,1,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,4,6,5,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,9.352,9.352,9.359,1,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,4,4,4,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,1,Speak Freely Inc.,2,3,1,5,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,"who advertised, how much the advertisement cost (e.g. paid adverts) and where the money came from",Green Party,,30,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,A little dissatisfied,Fairly interested,A little ,A little ,Less than 1/2 hour ,"Once a day	",1,0,1,0,1,534,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
14,27/03/2024 04:41,27/03/2024 04:53,100,718,TRUE,27/03/2024 04:53,anonymous,EN,I agree to the above statements and consent to participating in this study,69.1,69.1,69.102,1,Slightly disagree,Agree, Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,5,6,4,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,33.456,33.456,33.458,1,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,5,6,5,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,29.581,29.581,29.584,1,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,6,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,88.058,88.058,88.06,1,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,5,6,5,7,Mostly insufficient,0,Common Sense Collective,4,2,3,5,1,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,I can't think of anything.,Labour,,64,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Fairly interested,Not at all ,A little ,1/2 hour to 1 hour ,"More than five times a day	",0,0,1,1,0,726,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
15,27/03/2024 04:51,27/03/2024 05:02,100,671,TRUE,27/03/2024 05:02,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,15.88,31.533,31.535,2,Slightly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,4,5,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,54.116,54.116,54.118,1,Slightly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,5,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.252,28.252,28.254,1,Agree,Agree,Slightly agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,5,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,76.232,76.232,76.233,1,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Agree,Disagree,Agree,5,5,4,5,Mostly insufficient,2,"Breaking Barriers Alliance,Speak Freely Inc.",2,1,5,4,3,6,,Not sure,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Green Party,,60,Female,"A-level, or equivalent",,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Fairly interested,Not at all ,A little ,1/2 hour to 1 hour ,2-5 times a day,0,1,0,1,0,678,English,59,Female,White,United States,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
16,27/03/2024 04:56,27/03/2024 05:09,100,757,TRUE,27/03/2024 05:09,anonymous,EN,I agree to the above statements and consent to participating in this study,48.406,48.406,48.414,1,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,3,3,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,49.224,49.224,49.229,1,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Strongly disagree,5,5,4,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,27.068,27.068,27.073,1,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,87.169,87.169,87.173,1,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,4,3,4,4,Slightly insufficient,3,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",3,1,4,5,2,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,fact check,Green Party,,55,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,A little dissatisfied,Not very interested,A little ,A moderate amount  ,1/2 hour to 1 hour ,"Once a week	",1,0,1,1,0,765,"English, Bengali",54,Male,Asian,Bangladesh,United Kingdom,United Kingdom,Bengali,DATA_EXPIRED,DATA_EXPIRED
17,27/03/2024 04:49,27/03/2024 04:59,100,586,TRUE,27/03/2024 04:59,anonymous,EN,I agree to the above statements and consent to participating in this study,17.187,17.187,17.189,1, Disagree,Agree, Disagree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,6,6,5,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,27.561,28.688,28.69,2,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,30.025,30.025,30.028,1,Disagree,Agree,Strongly disagree,Agree,Agree,Somewhat agree,Disagree,Strongly agree,Strongly disagree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.562,36.562,36.563,1,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,6,6,6,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3,1,4,2,5,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Agree,Agree,Agree,Agree,Strongly agree,"If it specifically said if it was associated with or received funding from a political party, or if the group had donated money to a party. I've seen some campaign groups that are just shills for one side or the other (usually Tory) and dress themselves up as ""Concerned Parents"" or whatever",Labour,,43,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Very dissatisfied,Fairly interested,Not at all ,A little ,1 to 2 hours ,Never,1,0,1,0,1,593,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
18,27/03/2024 04:50,27/03/2024 05:07,100,981,TRUE,27/03/2024 05:07,anonymous,EN,I agree to the above statements and consent to participating in this study,37.618,43.833,43.836,2, Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,48.943,48.943,48.946,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,4,6,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,9.56,106.568,106.572,11,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,4,5,2,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,97.606,97.606,97.608,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,4,4,4,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Slightly sufficient,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3,4,2,1,5,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,verified by an independent body,Conservative,,76,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat agree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree,Fairly satisfied,Fairly interested,A moderate amount  ,A moderate amount  ,Less than 1/2 hour ,Never,1,0,1,0,1,995,English,75,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
19,29/03/2024 04:36,29/03/2024 04:41,100,308,TRUE,29/03/2024 04:41,anonymous,EN,I agree to the above statements and consent to participating in this study,7.572,7.572,7.578,1,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,6,7,6,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.318,6.318,6.328,1,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,8.405,8.405,8.412,1,Disagree,Neither agree nor disagree,Slightly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,4,4,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.873,6.873,6.88,1,Disagree,Strongly agree,Slightly agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,6,7,7,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,Not sure,Common Sense Collective,2,1,3,4,5,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Strongly agree,Agree,Agree,Agree,Strongly agree,,Labour,,36,Female,"GCSE level, or equivalent",,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,A little dissatisfied,Slightly interested,A moderate amount  ,A little ,1/2 hour to 1 hour ,"More than five times a day	",0,0,1,0,1,318,English,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
20,27/03/2024 04:52,27/03/2024 05:05,100,775,TRUE,27/03/2024 05:05,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,59.785,59.785,59.789,1,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,3,2,3,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,44.136,44.136,44.139,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.862,35.862,35.865,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Disagree,2,2,1,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,58.301,58.301,58.303,1,Strongly disagree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree,4,3,3,2,Completely insufficient,4,"The People’s movement,Speak Freely Inc.,Campaign for a better Britain",5,1,4,3,2,6,,Not sure,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,"Campaign Funding, Candidate Background",Conservative,,72,Male,"GCSE level, or equivalent",,Somewhat disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Fairly satisfied,Fairly interested,A little ,Not at all ,1/2 hour to 1 hour ,"Once a day	",1,1,0,1,0,783,English,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
21,27/03/2024 07:55,27/03/2024 08:05,100,623,TRUE,27/03/2024 08:05,anonymous,EN,I agree to the above statements and consent to participating in this study,20.618,20.618,20.621,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,2,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,19.266,19.266,19.267,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,20.069,20.069,20.071,1,Slightly agree,Neither agree nor disagree,Slightly agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,50.02,50.02,50.022,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,4,Campaign for a better Britain,5,4,2,3,6,1,easily influences people,Not sure,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,Conservative,,76,Male,"GCSE level, or equivalent",,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,A little dissatisfied,Fairly interested,Not at all ,Not at all ,Less than 1/2 hour ,Never,1,0,1,0,1,634,English,75,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
22,27/03/2024 04:44,27/03/2024 04:58,100,877,TRUE,27/03/2024 04:58,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,39.288,39.288,39.291,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,49.71,49.71,49.714,1,Slightly disagree,Agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,4,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,24.472,24.472,24.477,1,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Disagree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,83.313,83.313,83.317,1,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,4,5,5,4,Mostly sufficient,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2,4,1,3,6,5,"MP's, to learn public viewpoints / opinions",Not sure,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,"Whether or not it is an advertisement, and for what reason.",I do not identify with any political party,,39,Female,"A-level, or equivalent",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,A little dissatisfied,Not at all interested,A little ,Not at all ,"None, No time at all ",Never,1,1,0,1,0,891,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
23,27/03/2024 05:32,27/03/2024 05:49,100,1019,TRUE,27/03/2024 05:49,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,51.052,51.052,51.055,1,Strongly agree,Slightly agree,Agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,2,1,2,7,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,65.423,65.423,65.426,1,Strongly agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,2,1,1,7,47.001,47.001,47.004,1,Slightly agree,Agree,Agree,Slightly agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,5,5,4,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,89.398,89.398,89.401,1,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Somewhat agree,Strongly agree,Disagree,Agree,6,5,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,1,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,4,5,3,2,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,True facts.sources of informatkion provided in the post. Original  contributor facts,Conservative,,72,Female,"GCSE level, or equivalent",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Fairly satisfied,Not very interested,A moderate amount  ,A moderate amount  ,"None, No time at all ",2-5 times a day,1,1,0,0,1,1026,English,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
