"","id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK","informed","PG_value","agree_value","trustworthy_value","believable_value","accurate_value","factual_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","informed2_value","informed3_value","informed4_value","recall_name","useful_rank_1"
"3770",971,"1","0","0","1","1","advert.2","0",3.25,4.66666666666667,6,4,3,3,3,3,"0","incorrect","0","0","0","1","0","0","1","0",2,"Not sure","None, No time at all ","Never","I do not identify with any political party",31,"Male","GCSE level, or equivalent","White",2,5,3,3,5,3,6,"Voice for the People,Campaign for a better Britain",2
"3771",971,"1","0","0","1","1","advert.3","0",4,4,4,5,3,5,4,4,"0","incorrect","0","0","0","1","0","0","1","0",2,"Not sure","None, No time at all ","Never","I do not identify with any political party",31,"Male","GCSE level, or equivalent","White",3,5,3,5,5,3,4,"Voice for the People,Campaign for a better Britain",2
"3772",971,"1","0","0","1","1","advert.4","1",5.25,5.66666666666667,6,6,5,5,5,5,"0","incorrect","0","0","0","1","0","0","1","0",2,"Not sure","None, No time at all ","Never","I do not identify with any political party",31,"Male","GCSE level, or equivalent","White",3,6,5,7,6,5,6,"Voice for the People,Campaign for a better Britain",2
"3773",972,"1","0","1","0","1","advert.1","1",7,4.33333333333333,7,2,1,2,2,1,"3","incorrect","1","0","1","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Conservative",57,"Male","GCSE level, or equivalent","White",7,7,7,7,5,3,5,"Common Sense Collective,Speak Freely Inc.",2
"3774",972,"1","0","1","0","1","advert.2","0",5.75,2,7,2,1,2,2,1,"3","incorrect","1","0","1","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Conservative",57,"Male","GCSE level, or equivalent","White",3,7,6,7,1,2,3,"Common Sense Collective,Speak Freely Inc.",2
"3775",972,"1","0","1","0","1","advert.3","1",5.25,4.33333333333333,7,3,1,2,2,1,"3","incorrect","1","0","1","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Conservative",57,"Male","GCSE level, or equivalent","White",3,6,5,7,5,3,5,"Common Sense Collective,Speak Freely Inc.",2
"3776",972,"1","0","1","0","1","advert.4","0",5,5,7,3,1,2,3,1,"3","incorrect","1","0","1","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Conservative",57,"Male","GCSE level, or equivalent","White",3,7,3,7,5,5,5,"Common Sense Collective,Speak Freely Inc.",2
"3777",973,"1","0","1","0","1","advert.1","1",5.25,1.66666666666667,5,5,4,6,5,2,"3","incorrect","1","1","1","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Liberal Democrat",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,4,6,1,1,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
"3778",973,"1","0","1","0","1","advert.2","0",5.5,1.33333333333333,6,3,2,3,3,1,"3","incorrect","1","1","1","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Liberal Democrat",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,7,4,7,1,1,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
"3779",973,"1","0","1","0","1","advert.3","1",5,1,7,4,3,4,3,1,"3","incorrect","1","1","1","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Liberal Democrat",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,7,4,6,1,1,1,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
"3780",973,"1","0","1","0","1","advert.4","0",5,2.33333333333333,6,5,4,4,4,3,"3","incorrect","1","1","1","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Liberal Democrat",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,6,4,6,2,2,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4
"3781",974,"0","1","1","0","1","advert.1","0",4.75,4.66666666666667,6,2,3,3,3,2,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Reform UK",33,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,2,5,2,6,6,"Campaign for a better Britain",3
"3782",974,"0","1","1","0","1","advert.2","1",4.25,4.66666666666667,6,5,2,2,2,3,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Reform UK",33,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,6,3,5,6,"Campaign for a better Britain",3
"3783",974,"0","1","1","0","1","advert.3","1",4,4.33333333333333,5,5,3,4,4,4,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Reform UK",33,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,6,3,5,5,"Campaign for a better Britain",3
"3784",974,"0","1","1","0","1","advert.4","0",3,6,3,5,3,3,3,2,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Reform UK",33,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,2,3,6,6,6,"Campaign for a better Britain",3
"3785",975,"0","1","1","0","0","advert.1","0",6,4.33333333333333,6,3,3,6,4,3,"2","correct","0","0","0","1","0","1","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","I do not identify with any political party",28,"Female","GCSE level, or equivalent","White",6,7,5,6,5,4,4,"The People’s movement,Campaign for a better Britain",3
"3786",975,"0","1","1","0","0","advert.2","1",4,4.33333333333333,5,2,1,4,2,2,"2","correct","0","0","0","1","0","1","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","I do not identify with any political party",28,"Female","GCSE level, or equivalent","White",2,6,2,6,2,6,5,"The People’s movement,Campaign for a better Britain",3
"3787",975,"0","1","1","0","0","advert.3","1",4,5.66666666666667,2,5,7,6,6,6,"2","correct","0","0","0","1","0","1","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","I do not identify with any political party",28,"Female","GCSE level, or equivalent","White",2,6,2,6,6,5,6,"The People’s movement,Campaign for a better Britain",3
"3788",975,"0","1","1","0","0","advert.4","0",7,3.33333333333333,6,4,3,3,4,2,"2","correct","0","0","0","1","0","1","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","2-5 times a day","I do not identify with any political party",28,"Female","GCSE level, or equivalent","White",7,7,7,7,4,3,3,"The People’s movement,Campaign for a better Britain",3
"3789",976,"1","0","0","1","1","advert.1","1",5.5,3.66666666666667,6,4,3,3,4,4,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Conservative",55,"Female","GCSE level, or equivalent","White",6,6,4,6,3,4,4,"Common Sense Collective,Campaign for a better Britain",3
"3790",976,"1","0","0","1","1","advert.2","0",6,4,6,3,2,3,2,3,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Conservative",55,"Female","GCSE level, or equivalent","White",6,6,6,6,4,4,4,"Common Sense Collective,Campaign for a better Britain",3
"3791",976,"1","0","0","1","1","advert.3","0",5.75,4,3,4,3,5,4,3,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Conservative",55,"Female","GCSE level, or equivalent","White",5,7,5,6,4,5,3,"Common Sense Collective,Campaign for a better Britain",3
"3792",976,"1","0","0","1","1","advert.4","1",4.5,4.33333333333333,4,4,5,4,4,4,"2","correct","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Conservative",55,"Female","GCSE level, or equivalent","White",3,6,4,5,5,5,3,"Common Sense Collective,Campaign for a better Britain",3
"3793",977,"0","1","0","1","0","advert.1","0",6,5.66666666666667,6,6,4,6,4,4,"Not sure","incorrect","0","0","0","1","0","0","0","0",2,"There are no regulatory controls on any type of political advertising during UK elections","None, No time at all ","Less than once a week","I do not identify with any political party",41,"Male","GCSE level, or equivalent","White",6,6,6,6,6,5,6,"Campaign for a better Britain",1
"3794",977,"0","1","0","1","0","advert.2","1",6,5.66666666666667,6,6,4,5,4,4,"Not sure","incorrect","0","0","0","1","0","0","0","0",2,"There are no regulatory controls on any type of political advertising during UK elections","None, No time at all ","Less than once a week","I do not identify with any political party",41,"Male","GCSE level, or equivalent","White",6,6,6,6,6,5,6,"Campaign for a better Britain",1
"3795",977,"0","1","0","1","0","advert.3","0",3,3,5,5,5,6,4,5,"Not sure","incorrect","0","0","0","1","0","0","0","0",2,"There are no regulatory controls on any type of political advertising during UK elections","None, No time at all ","Less than once a week","I do not identify with any political party",41,"Male","GCSE level, or equivalent","White",2,4,2,4,3,3,3,"Campaign for a better Britain",1
"3796",977,"0","1","0","1","0","advert.4","1",3.25,5.33333333333333,6,5,4,6,4,5,"Not sure","incorrect","0","0","0","1","0","0","0","0",2,"There are no regulatory controls on any type of political advertising during UK elections","None, No time at all ","Less than once a week","I do not identify with any political party",41,"Male","GCSE level, or equivalent","White",2,5,2,4,6,4,6,"Campaign for a better Britain",1
"3797",978,"1","0","0","1","0","advert.1","1",6.25,6,7,5,5,7,5,6,"1","incorrect","1","1","1","0","0","0","0","0",2,"Not sure","None, No time at all ","Once a day	","Green Party",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,5,7,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",2
"3798",978,"1","0","0","1","0","advert.2","0",5,1.66666666666667,7,5,4,4,4,4,"1","incorrect","1","1","1","0","0","0","0","0",2,"Not sure","None, No time at all ","Once a day	","Green Party",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,3,7,2,1,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",2
"3799",978,"1","0","0","1","0","advert.3","0",4,2.66666666666667,4,6,6,7,6,5,"1","incorrect","1","1","1","0","0","0","0","0",2,"Not sure","None, No time at all ","Once a day	","Green Party",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,2,2,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",2
"3800",978,"1","0","0","1","0","advert.4","1",5,4.66666666666667,7,6,4,6,4,4,"1","incorrect","1","1","1","0","0","0","0","0",2,"Not sure","None, No time at all ","Once a day	","Green Party",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,2,7,4,5,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",2
"3801",979,"0","1","1","0","0","advert.1","0",4.5,5,7,4,3,4,4,1,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","I do not identify with any political party",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",2,7,2,7,5,5,5,"Common Sense Collective,Campaign for a better Britain",1
"3802",979,"0","1","1","0","0","advert.2","1",5.75,4.66666666666667,7,2,3,4,3,1,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","I do not identify with any political party",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4,7,5,7,4,5,5,"Common Sense Collective,Campaign for a better Britain",1
"3803",979,"0","1","1","0","0","advert.3","1",3.75,4.33333333333333,6,6,5,6,6,4,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","I do not identify with any political party",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",1,7,1,6,5,3,5,"Common Sense Collective,Campaign for a better Britain",1
"3804",979,"0","1","1","0","0","advert.4","0",3.75,3,7,4,3,4,4,2,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","I do not identify with any political party",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",1,7,1,6,3,3,3,"Common Sense Collective,Campaign for a better Britain",1
"3805",980,"1","0","1","0","1","advert.1","1",4.5,5,6,5,4,4,4,4,"1","incorrect","0","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Liberal Democrat",62,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,2,6,5,5,5,"Breaking Barriers Alliance",1
"3806",980,"1","0","1","0","1","advert.2","0",6,3.33333333333333,6,4,3,4,3,3,"1","incorrect","0","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Liberal Democrat",62,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,3,3,4,"Breaking Barriers Alliance",1
"3807",980,"1","0","1","0","1","advert.3","1",4.5,3,6,3,3,4,3,2,"1","incorrect","0","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Liberal Democrat",62,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,4,2,6,3,2,4,"Breaking Barriers Alliance",1
"3808",980,"1","0","1","0","1","advert.4","0",4,3.66666666666667,6,5,4,4,4,2,"1","incorrect","0","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Liberal Democrat",62,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,3,4,4,"Breaking Barriers Alliance",1
"3809",981,"0","1","1","0","1","advert.1","0",6,3.33333333333333,6,6,5,5,5,3,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Green Party",41,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,6,6,6,5,2,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
"3810",981,"0","1","1","0","1","advert.2","1",4.5,3,6,6,4,5,5,3,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Green Party",41,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,6,3,3,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
"3811",981,"0","1","1","0","1","advert.3","1",5.75,2,6,3,2,3,3,2,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Green Party",41,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,6,6,2,2,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
"3812",981,"0","1","1","0","1","advert.4","0",4.25,2,6,5,4,4,4,3,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Green Party",41,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,3,6,2,2,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
"3813",982,"0","1","0","1","1","advert.1","0",6.5,1.66666666666667,7,4,3,4,4,3,"0","incorrect","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,6,7,2,1,2,"Campaign for a better Britain",2
"3814",982,"0","1","0","1","1","advert.2","1",6.5,2,7,4,2,3,3,2,"0","incorrect","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,6,7,2,2,2,"Campaign for a better Britain",2
"3815",982,"0","1","0","1","1","advert.3","0",4.25,2,6,7,4,6,6,4,"0","incorrect","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,7,2,2,2,"Campaign for a better Britain",2
"3816",982,"0","1","0","1","1","advert.4","1",5.5,5.33333333333333,7,4,3,4,4,3,"0","incorrect","0","0","0","1","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","None, No time at all ","Once a day	","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,4,6,5,5,6,"Campaign for a better Britain",2
"3817",984,"1","0","1","0","0","advert.1","1",4,2.66666666666667,6,5,3,4,4,4,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Alliance Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,3,2,3,"Common Sense Collective,Campaign for a better Britain",1
"3818",984,"1","0","1","0","0","advert.2","0",4,2.33333333333333,7,5,3,4,4,4,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Alliance Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,2,2,3,"Common Sense Collective,Campaign for a better Britain",1
"3819",984,"1","0","1","0","0","advert.3","1",3.5,4.33333333333333,5,5,2,2,2,2,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Alliance Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,6,3,5,5,"Common Sense Collective,Campaign for a better Britain",1
"3820",984,"1","0","1","0","0","advert.4","0",4,4.33333333333333,7,3,3,3,2,3,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Alliance Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,3,5,5,"Common Sense Collective,Campaign for a better Britain",1
"3821",985,"0","1","0","1","0","advert.1","0",5,4.33333333333333,6,4,5,5,4,3,"1","incorrect","0","1","0","0","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",22,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,3,6,4,4,5,"Breaking Barriers Alliance",3
"3822",985,"0","1","0","1","0","advert.2","1",4,3.66666666666667,6,5,4,4,5,3,"1","incorrect","0","1","0","0","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",22,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,2,5,4,3,4,"Breaking Barriers Alliance",3
"3823",985,"0","1","0","1","0","advert.3","0",4.25,4.66666666666667,7,7,5,6,6,5,"1","incorrect","0","1","0","0","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",22,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,2,6,4,5,5,"Breaking Barriers Alliance",3
"3824",985,"0","1","0","1","0","advert.4","1",5.25,4.33333333333333,6,5,5,5,4,2,"1","incorrect","0","1","0","0","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",22,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,4,6,4,4,5,"Breaking Barriers Alliance",3
"3825",986,"1","0","1","0","1","advert.1","1",5.75,6,7,2,4,5,5,2,"2","correct","1","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,3,7,6,6,6,"Common Sense Collective,Campaign for a better Britain",1
"3826",986,"1","0","1","0","1","advert.2","0",3,1,4,4,1,2,1,1,"2","correct","1","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,4,2,4,1,1,1,"Common Sense Collective,Campaign for a better Britain",1
"3827",986,"1","0","1","0","1","advert.3","1",1.75,2.66666666666667,6,5,6,6,5,6,"2","correct","1","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,2,1,2,2,3,3,"Common Sense Collective,Campaign for a better Britain",1
"3828",986,"1","0","1","0","1","advert.4","0",4.25,7,5,5,7,7,7,7,"2","correct","1","0","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Labour",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,3,5,7,7,7,"Common Sense Collective,Campaign for a better Britain",1
"3829",988,"1","0","0","1","1","advert.1","1",5.5,6,7,2,4,4,5,3,"Not sure","incorrect","0","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",40,"Female","A-level, or equivalent","White",6,6,4,6,6,6,6,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3830",988,"1","0","0","1","1","advert.2","0",4.75,2.33333333333333,6,4,2,3,3,1,"Not sure","incorrect","0","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",40,"Female","A-level, or equivalent","White",3,6,3,7,2,2,3,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3831",988,"1","0","0","1","1","advert.3","0",4,5,3,6,4,6,5,5,"Not sure","incorrect","0","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",40,"Female","A-level, or equivalent","White",2,6,2,6,5,6,4,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3832",988,"1","0","0","1","1","advert.4","1",4,6,6,4,3,3,4,1,"Not sure","incorrect","0","1","0","1","0","0","0","0",1,"Not sure","None, No time at all ","2-5 times a day","I do not identify with any political party",40,"Female","A-level, or equivalent","White",2,6,2,6,6,6,6,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3833",989,"0","1","1","0","0","advert.1","0",5,2.66666666666667,7,7,2,7,7,2,"2","correct","1","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",48,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,4,7,3,2,3,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3834",989,"0","1","1","0","0","advert.2","1",3.75,3.66666666666667,7,7,2,4,7,2,"2","correct","1","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",48,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,7,6,3,2,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3835",989,"0","1","1","0","0","advert.3","1",2.5,2.66666666666667,2,7,6,7,7,7,"2","correct","1","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",48,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,2,1,6,2,3,3,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3836",989,"0","1","1","0","0","advert.4","0",3.75,5,7,5,6,6,6,4,"2","correct","1","1","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",48,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,7,6,4,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3837",990,"0","1","1","0","0","advert.1","0",6.25,3,7,2,2,2,2,2,"1","incorrect","0","1","0","0","0","0","0","0",5,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","2-5 times a day","Reform UK",60,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,5,7,2,2,5,"Breaking Barriers Alliance",2
