"","id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
"1082",1117,"0","1","0","1","0",2,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",1,2,3,5,4,6,"n/A","There are no regulatory controls on any type of political advertising during UK elections",3,3,3,3,2,3,2,2,2,4,6,6,6,2,3,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",51,"Female","GCSE level, or equivalent","White",3,2.33333333333333,2.66666666666667,6
"1083",1118,"0","0","1","0","1",3,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",2,5,3,4,1,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,5,5,5,3,5,4,5,4,5,5,5,3,2,2,2,"Less than 1/2 hour ","2-5 times a day","Conservative",68,"Female","A-level, or equivalent","White",5,4.33333333333333,4.33333333333333,5
"1084",1119,"0","0","1","0","1",2,"2","correct",2,0,"0","1","0","1","0","0","0","0",6,4,3,2,5,1,"","Not sure",1,2,1,2,4,3,2,3,4,5,4,5,6,3,3,1,2,"Less than 1/2 hour ","Never","I do not identify with any political party",53,"Female","A-level, or equivalent","White",1.5,3,4,5
"1085",1120,"0","0","1","0","1",2,"Not sure","incorrect",1,1,"0","0","0","1","0","0","1","0",1,6,3,4,5,2,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,3,4,2,2,5,4,4,5,6,7,2,4,2,3,"1/2 hour to 1 hour ","Once a day	","Labour",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Other",2.25,2.66666666666667,4.33333333333333,6
"1086",1121,"1","0","1","1","0",2,"0","incorrect",3,0,"0","1","1","1","0","0","0","0",1,2,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",7,7,7,6,2,2,2,7,7,7,6,6,7,1,5,2,3,NA,"Less than once a week","Plaid Cymru",29,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Asian",6.75,2,7,6.33333333333333
"1087",1122,"0","0","1","1","0",3,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,5,3,3,2,2,3,5,5,5,2,2,2,2,"None, No time at all ","Never","Conservative",73,"Female","A-level, or equivalent","White",5,3.66666666666667,2.33333333333333,5
"1088",1123,"0","1","0","1","0",7,"2","correct",2,0,"1","0","0","1","0","0","0","0",2,5,3,1,6,4,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,6,3,5,1,6,6,6,3,7,7,1,5,1,1,"1 to 2 hours ","Never","Plaid Cymru",54,"Male","A-level, or equivalent","White",5.75,3,6,5.66666666666667
"1089",1124,"0","1","0","1","0",2,"2","correct",2,0,"0","0","1","1","0","0","0","0",2,5,3,1,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,3,3,3,3,2,2,5,3,6,6,6,7,2,3,1,2,"1/2 hour to 1 hour ","Once a day	","Labour",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.75,2.33333333333333,4.66666666666667,6.33333333333333
"1090",1125,"0","0","1","1","0",3,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,3,3,4,3,3,3,4,5,6,4,5,3,3,2,2,"Less than 1/2 hour ","Never","Conservative",60,"Male","GCSE level, or equivalent","White",3.75,3.33333333333333,4,5
"1091",1126,"1","0","1","1","0",3,"2","correct",3,0,"1","1","0","1","0","0","0","0",3,1,2,4,5,6,"","Not sure",3,4,3,4,3,2,2,1,4,2,6,6,6,3,3,2,4,"None, No time at all ","2-5 times a day","Labour",26,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3.5,2.33333333333333,2.33333333333333,6
"1092",1127,"0","0","1","0","1",2,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,2,4,5,6,5,7,5,6,5,2,5,2,2,"1/2 hour to 1 hour ","Less than once a week","Liberal Democrat",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.66666666666667,6,5.33333333333333
"1093",1128,"1","1","0","0","1",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,3,4,5,2,6,"","Not sure",4,5,5,5,4,5,4,3,4,3,5,5,4,3,3,2,2,"Less than 1/2 hour ","Less than once a week","I do not identify with any political party",68,"Female","A-level, or equivalent","White",4.75,4.33333333333333,3.33333333333333,4.66666666666667
"1094",1129,"0","0","1","0","1",3,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",2,1,4,3,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",2,4,4,2,2,1,2,4,3,4,7,7,7,2,3,1,2,"Less than 1/2 hour ","2-5 times a day","Labour",28,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,1.66666666666667,3.66666666666667,7
"1095",1130,"0","0","1","1","0",5,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,5,3,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,6,3,2,2,2,2,2,6,7,6,3,2,2,2,"Less than 1/2 hour ","Once a day	","Labour",34,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,2.33333333333333,2,6.33333333333333
"1096",1131,"1","1","0","1","0",5,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,2,3,1,3,3,5,6,6,6,1,5,1,2,"1 to 2 hours ","Once a day	","Reform UK",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,2,3.66666666666667,6
"1097",1132,"0","0","1","0","1",2,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",1,3,4,2,6,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,2,3,2,2,2,2,4,5,3,6,6,7,1,4,1,2,"Less than 1/2 hour ","More than five times a day	","Labour",47,"Male","A-level, or equivalent","White",2.5,2,4,6.33333333333333
"1098",1133,"0","0","1","1","0",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,4,5,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,5,5,2,2,2,5,6,6,6,7,7,2,4,1,2,"Less than 1/2 hour ","Once a week	","Labour",34,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.25,2,5.66666666666667,6.66666666666667
"1099",1134,"0","1","0","0","1",2,"1","incorrect",2,0,"1","0","1","0","0","0","0","0",4,2,3,1,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",2,1,1,2,3,2,2,3,2,3,5,6,6,2,3,2,2,"Less than 1/2 hour ","2-5 times a day","Liberal Democrat",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1.5,2.33333333333333,2.66666666666667,5.66666666666667
"1100",1135,"1","1","0","1","0",3,"2","correct",1,1,"0","0","0","1","0","0","1","0",4,3,2,5,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,3,5,3,6,6,5,6,7,4,5,3,3,2,4,"1 to 2 hours ","More than five times a day	","Conservative",24,"Female","A-level, or equivalent","White",4.75,4.66666666666667,5.66666666666667,5.33333333333333
"1101",1136,"0","1","0","0","1",3,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",3,5,2,1,4,6,"","Not sure",5,5,4,3,3,4,2,5,5,5,4,5,6,3,5,3,3,"1 to 2 hours ","Once every couple of days	","Labour",21,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,3,5,5
"1102",1137,"0","1","0","1","0",4,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",6,5,1,2,4,3,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,7,6,6,4,4,3,5,6,6,4,6,5,1,5,2,2,"1/2 hour to 1 hour ","Once a week	","Labour",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Asian",6.25,3.66666666666667,5.66666666666667,5
"1103",1138,"0","1","0","1","0",4,"1","incorrect",1,0,"0","0","1","0","0","0","0","0",2,5,3,4,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,5,6,3,4,4,5,5,6,3,6,5,3,3,2,2,"Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",20,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3.66666666666667,5.33333333333333,4.66666666666667
"1104",1140,"0","1","0","0","1",5,"Not sure","incorrect",3,0,"1","0","1","1","0","0","0","0",1,3,2,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",4,4,5,5,4,4,3,3,3,3,4,4,6,2,3,2,2,"1/2 hour to 1 hour ","Never","I do not identify with any political party",44,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3.66666666666667,3,4.66666666666667
"1105",1141,"1","0","1","0","1",3,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",4,2,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,6,6,2,1,2,5,1,3,6,7,7,1,4,2,2,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",32,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,1.66666666666667,3,6.66666666666667
"1106",1142,"1","0","1","1","0",1,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",3,4,1,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,1,1,5,1,1,2,3,4,6,6,1,7,1,2,1,2,"Less than 1/2 hour ","Never","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.25,1.33333333333333,4.33333333333333,4.66666666666667
"1107",1143,"1","0","1","1","0",2,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",1,4,3,2,5,6,"","Not sure",3,3,3,5,2,3,3,5,4,6,6,6,6,1,4,1,3,"Less than 1/2 hour ","Never","I do not identify with any political party",41,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,2.66666666666667,5,6
"1108",1145,"1","1","0","1","0",2,"2","correct",1,0,"0","0","0","1","0","0","0","0",1,2,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,3,4,4,3,5,3,6,3,3,5,2,3,3,3,"1/2 hour to 1 hour ","Once a day	","I do not identify with any political party",50,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3.66666666666667,4.66666666666667,3.66666666666667
"1109",1146,"1","0","1","1","0",5,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",2,1,5,6,4,3,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,4,4,1,2,2,5,6,4,6,7,6,2,4,3,3,"Less than 1/2 hour ","2-5 times a day","Labour",39,"Female","A-level, or equivalent","Asian",3.5,1.66666666666667,5,6.33333333333333
"1110",1147,"0","0","1","0","1",4,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",2,3,4,1,5,6,"","Not sure",4,4,5,5,4,4,3,2,2,4,4,4,4,3,2,3,2,"None, No time at all ","Less than once a week","Labour",44,"Male","A-level, or equivalent","Asian",4.5,3.66666666666667,2.66666666666667,4
"1111",1148,"1","1","0","1","0",1,"2","correct",2,0,"0","0","1","1","0","0","0","0",1,5,3,2,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,4,3,4,2,2,3,5,5,6,6,5,7,1,4,2,2,"Less than 1/2 hour ","Less than once a week","Labour",35,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3.5,2.33333333333333,5.33333333333333,6
"1112",1149,"1","1","0","1","0",6,"2","correct",1,1,"0","0","1","0","1","0","0","0",1,2,3,4,5,6,"","Not sure",6,5,6,5,3,7,4,5,4,4,7,7,5,1,4,2,2,"Less than 1/2 hour ","Once every couple of days	","Green Party",22,"Female","A-level, or equivalent","White",5.5,4.66666666666667,4.33333333333333,6.33333333333333
"1113",1151,"1","0","1","1","0",2,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",3,5,2,1,4,6,"","Not sure",1,2,2,4,3,3,3,1,2,3,6,6,6,2,1,1,2,"Less than 1/2 hour ","Less than once a week","I do not identify with any political party",42,"Female","A-level, or equivalent","White",2.25,3,2,6
"1114",1152,"1","1","0","0","1",3,"2","correct",2,0,"0","1","0","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,2,3,4,4,5,4,3,3,4,4,4,5,2,3,3,3,"1/2 hour to 1 hour ","Once a day	","Green Party",49,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Other",3,4.33333333333333,3.33333333333333,4.33333333333333
"1115",1154,"1","1","0","0","1",4,"1","incorrect",2,0,"1","1","0","0","0","0","0","0",6,5,3,2,4,1,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",1,2,2,2,5,5,5,2,3,2,4,5,5,3,3,2,2,"1 to 2 hours ","Once a day	","Labour",69,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1.75,5,2.33333333333333,4.66666666666667
"1116",1155,"1","0","1","0","1",2,"0","incorrect",0,0,"0","0","0","0","0","0","0","0",1,3,4,5,2,6,"","Not sure",4,5,5,5,2,2,2,3,3,3,5,6,6,2,2,2,2,"Less than 1/2 hour ","Once a day	","Scottish National Party (SNP)",31,"Male","A-level, or equivalent","White",4.75,2,3,5.66666666666667
"1117",1156,"0","0","1","1","0",2,"1","incorrect",2,0,"0","0","1","1","0","0","0","0",1,3,4,2,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",2,5,2,5,2,2,2,3,5,5,6,7,7,2,4,2,2,"1/2 hour to 1 hour ","More than five times a day	","Labour",46,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3.5,2,4.33333333333333,6.66666666666667
"1118",1157,"0","0","1","0","1",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",3,4,1,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,3,4,3,5,6,5,5,5,6,2,4,2,1,NA,"Once a day	","Conservative",80,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.33333333333333,5.33333333333333,5.33333333333333
"1119",1158,"0","1","0","0","1",5,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",1,3,4,2,5,6,"","Not sure",5,6,5,7,4,4,5,2,2,3,3,5,5,3,4,3,2,"Less than 1/2 hour ","2-5 times a day","Conservative",76,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.75,4.33333333333333,2.33333333333333,4.33333333333333
"1120",1159,"1","1","0","0","1",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,4,3,5,2,6,"Other political groups","Not sure",2,4,3,4,1,2,2,1,1,3,7,7,7,1,1,1,1,"None, No time at all ","Never","I do not identify with any political party",41,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.25,1.66666666666667,1.66666666666667,7
"1121",1160,"0","0","1","0","1",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",2,1,4,5,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,6,2,3,2,7,6,6,3,7,7,2,4,1,1,"1 to 2 hours ","Once a day	","Labour",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)",NA,5.75,2.33333333333333,6.33333333333333,5.66666666666667
"1122",1161,"1","0","1","0","1",5,"2","correct",3,0,"1","1","1","0","0","0","0","0",1,2,3,5,6,4,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,6,3,2,1,5,5,6,7,7,6,2,3,2,3,"Less than 1/2 hour ","2-5 times a day","Labour",42,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5.5,2,5.33333333333333,6.66666666666667
"1123",1162,"0","0","1","1","0",7,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",4,1,5,6,2,3,"Radicals/Extremists from Left or Right","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,5,3,2,2,6,5,6,5,6,6,1,5,1,1,"1 to 2 hours ","Never","Reform UK",36,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,2.33333333333333,5.66666666666667,5.66666666666667
"1124",1163,"0","1","0","0","1",2,"2","correct",2,0,"1","1","0","0","0","0","0","0",3,5,2,1,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,1,2,1,1,2,6,7,7,7,1,5,1,2,"1 to 2 hours ","2-5 times a day","Labour",37,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,1.33333333333333,3,7
"1125",1164,"0","0","1","1","0",1,"0","incorrect",2,0,"1","1","0","0","0","0","0","0",1,4,3,2,5,6,"","Not sure",7,6,6,7,1,2,2,6,7,7,7,7,7,1,5,2,2,"1/2 hour to 1 hour ","Never","Green Party",38,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.5,1.66666666666667,6.66666666666667,7
"1126",1165,"1","0","1","1","0",3,"2","correct",1,0,"0","0","0","1","0","0","0","0",6,5,4,1,3,2,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,3,1,2,1,5,5,5,7,6,7,2,4,1,2,"1/2 hour to 1 hour ","Less than once a week","Labour",39,"Male","A-level, or equivalent","White",3,1.33333333333333,5,6.66666666666667
"1127",1166,"1","0","1","1","0",2,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",2,3,6,5,4,1,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,6,4,5,3,4,3,5,6,6,7,2,5,3,2,"1/2 hour to 1 hour ","2-5 times a day","Liberal Democrat",43,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.75,4,4,6.33333333333333
"1128",1167,"0","1","0","1","0",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,2,5,1,5,6,7,6,6,7,1,5,1,2,"1/2 hour to 1 hour ","Once a week	","Liberal Democrat",34,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,2.66666666666667,6,6.33333333333333
"1129",1168,"1","1","0","1","0",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,3,5,5,4,3,2,4,3,6,4,6,6,2,4,2,2,"1 to 2 hours ","Never","I do not identify with any political party",50,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3,4.33333333333333,5.33333333333333
"1130",1169,"0","0","1","0","1",1,"Not sure","incorrect",3,0,"1","0","1","1","0","0","0","0",5,2,4,3,1,6,"","Not sure",3,3,5,5,2,2,2,3,3,3,7,7,6,2,2,1,1,"None, No time at all ","2-5 times a day","Labour",45,"Female","A-level, or equivalent","White",4,2,3,6.66666666666667
"1131",1170,"1","0","1","1","0",2,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,2,2,1,1,2,4,5,5,6,7,6,3,4,2,2,"1 to 2 hours ","Once a day	","Labour",72,"Female","A-level, or equivalent","Asian",3.5,1.33333333333333,4.66666666666667,6.33333333333333
"1132",1171,"0","0","1","0","1",1,"1","incorrect",1,0,"0","1","0","0","0","0","0","0",4,2,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,2,2,1,2,1,3,5,5,7,7,7,1,2,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",46,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2.25,1.33333333333333,4.33333333333333,7
"1133",1172,"0","0","1","1","0",2,"1","incorrect",3,0,"1","0","1","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,3,3,4,3,5,6,7,4,4,5,2,4,3,3,"Less than 1/2 hour ","Never","Liberal Democrat",43,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4.5,3.33333333333333,6,4.33333333333333
"1134",1173,"0","1","0","1","0",5,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,6,3,4,3,5,4,3,6,6,5,3,4,2,2,"Less than 1/2 hour ","Less than once a week","Conservative",63,"Female","GCSE level, or equivalent","White",5.5,3.33333333333333,4,5.66666666666667
"1135",1174,"0","0","1","1","0",1,"2","correct",2,0,"0","1","1","0","0","0","0","0",4,5,1,2,3,6,"","There are no regulatory controls on any type of political advertising during UK elections",1,2,3,2,2,2,1,2,3,2,7,7,7,4,3,1,1,"None, No time at all ","Never","Conservative",60,"Male","GCSE level, or equivalent","White",2,1.66666666666667,2.33333333333333,7
"1136",1175,"0","0","1","0","1",3,"0","incorrect",2,0,"0","1","0","1","0","0","0","0",1,4,5,3,2,6,"","Not sure",3,3,4,5,2,2,2,3,1,6,6,7,7,2,3,2,3,"Less than 1/2 hour ","More than five times a day	","I do not identify with any political party",38,"Female","A-level, or equivalent","White",3.75,2,3.33333333333333,6.66666666666667
"1137",1176,"0","0","1","0","1",4,"2","correct",2,0,"0","1","0","1","0","0","0","0",1,2,4,5,3,6,"","Not sure",5,4,5,5,5,5,4,3,5,4,5,5,4,3,3,2,3,"1/2 hour to 1 hour ","Once a week	","Conservative",33,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,4.66666666666667,4,4.66666666666667
"1138",1177,"1","0","1","1","0",3,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,6,6,6,4,4,5,5,3,4,7,5,5,3,2,3,3,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",29,"Female","A-level, or equivalent","White",5.75,4.33333333333333,4,5.66666666666667
"1139",1178,"0","1","0","0","1",6,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",4,5,1,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,5,5,4,5,5,5,6,5,6,3,3,3,3,2,"1/2 hour to 1 hour ","Once every couple of days	","Liberal Democrat",32,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",5.5,4.66666666666667,5.33333333333333,4.66666666666667
"1140",1179,"0","0","1","0","1",3,"2","correct",2,0,"0","1","1","0","0","0","0","0",1,2,3,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,5,6,6,5,5,6,4,3,3,3,4,3,3,"Less than 1/2 hour ","Once a day	","Conservative",63,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,5.66666666666667,5.33333333333333,3.33333333333333
"1141",1180,"0","1","0","0","1",2,"Not sure","incorrect",3,0,"1","0","1","1","0","0","0","0",1,2,4,3,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,5,5,1,1,1,5,6,5,6,7,7,1,5,1,2,"1 to 2 hours ","Less than once a week","Green Party",50,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,1,5.33333333333333,6.66666666666667
"1142",1181,"1","0","1","1","0",2,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,4,3,5,6,"","Not sure",5,5,6,5,2,2,2,5,3,6,6,6,7,1,3,2,2,"Less than 1/2 hour ","Once a day	","Green Party",22,"Male","A-level, or equivalent","White",5.25,2,4.66666666666667,6.33333333333333
"1143",1182,"1","0","1","0","1",2,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",5,2,1,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,3,3,3,3,3,2,4,6,5,6,3,3,2,2,3,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",45,"Male","A-level, or equivalent","White",2.5,3,4,4.66666666666667
"1144",1183,"1","1","0","1","0",5,"Not sure","incorrect",1,1,"0","1","0","0","0","0","1","0",1,3,5,2,4,6,"","Not sure",6,6,3,6,1,2,2,5,6,6,6,6,6,3,4,1,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",33,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.25,1.66666666666667,5.66666666666667,6
"1145",1184,"1","0","1","1","0",2,"2","correct",2,0,"0","0","1","1","0","0","0","0",1,3,2,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,5,6,2,3,3,4,5,5,5,5,6,2,3,2,2,"1/2 hour to 1 hour ","Once every couple of days	","I do not identify with any political party",25,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.5,2.66666666666667,4.66666666666667,5.33333333333333
"1146",1185,"1","1","0","0","1",3,"0","incorrect",3,0,"0","1","1","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,5,2,1,3,2,3,3,6,6,7,1,2,1,1,"Less than 1/2 hour ","Once every couple of days	","I do not identify with any political party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,2,2.66666666666667,6.33333333333333
