"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
1221,"1","0","0","1","0","advert.1","1",7,3.5,4.66666666666667,5,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,6,7,5,7,6,5,3,3,4,5,2,6.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1221,"1","0","0","1","0","advert.2","0",2.5,3.5,3.66666666666667,6,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,2,7,6,3,3,5,3,4,6,1,4.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1221,"1","0","0","1","0","advert.3","0",2,6.5,3.66666666666667,5,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,7,7,3,5,3,6,6,7,7,4.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1221,"1","0","0","1","0","advert.4","1",2.5,4,3,5,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","2-5 times a day","Labour",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,2,6,6,3,3,3,4,5,5,2,4.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1222,"0","1","1","0","1","advert.1","0",5,3,3,4,"0","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",5,6,5,5,7,3,3,3,3,4,3,2,5.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1222,"0","1","1","0","1","advert.2","1",3,4.5,6.33333333333333,5,"0","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",3,6,3,5,7,7,6,6,4,5,5,4,4.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1222,"0","1","1","0","1","advert.3","1",2,4.5,3,6,"0","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,6,2,2,3,2,3,4,4,5,6,3,3,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1222,"0","1","1","0","1","advert.4","0",2,3.5,5,4,"0","incorrect","1","1","0","1","0","0","0","0",1,"Not sure","Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",55,"Female","GCSE level, or equivalent","White",2,6,2,6,6,5,5,5,4,4,4,2,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1223,"1","0","0","1","0","advert.1","1",6,3.25,5.66666666666667,3,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Conservative",66,"Female","A-level, or equivalent","White",6,7,6,7,7,6,5,6,3,4,4,2,6.5,"Common Sense Collective",2
1223,"1","0","0","1","0","advert.2","0",6,3.5,3,4,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Conservative",66,"Female","A-level, or equivalent","White",6,6,6,6,6,3,2,4,4,4,4,2,6,"Common Sense Collective",2
1223,"1","0","0","1","0","advert.3","0",5.5,3.75,1,4,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Conservative",66,"Female","A-level, or equivalent","White",5,7,6,7,7,1,1,1,5,4,4,2,6.25,"Common Sense Collective",2
1223,"1","0","0","1","0","advert.4","1",3.5,4.5,6,4,"2","correct","1","0","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Conservative",66,"Female","A-level, or equivalent","White",3,5,4,6,5,6,6,6,3,5,5,5,4.5,"Common Sense Collective",2
1224,"1","0","0","1","0","advert.1","1",2.5,4,3,4,"Not sure","incorrect","1","1","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",58,"Female","GCSE level, or equivalent","White",2,6,3,6,6,3,3,3,4,4,4,4,4.25,"Common Sense Collective,Breaking Barriers Alliance",5
1224,"1","0","0","1","0","advert.2","0",2,2.75,3,4,"Not sure","incorrect","1","1","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",58,"Female","GCSE level, or equivalent","White",2,6,2,6,6,3,3,3,3,4,3,1,4,"Common Sense Collective,Breaking Barriers Alliance",5
1224,"1","0","0","1","0","advert.3","0",3,5.25,4.66666666666667,6,"Not sure","incorrect","1","1","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",58,"Female","GCSE level, or equivalent","White",2,5,4,5,3,5,5,4,5,6,6,4,4,"Common Sense Collective,Breaking Barriers Alliance",5
1224,"1","0","0","1","0","advert.4","1",2,3,5,3,"Not sure","incorrect","1","1","0","0","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Labour",58,"Female","GCSE level, or equivalent","White",2,6,2,6,6,5,5,5,3,4,3,2,4,"Common Sense Collective,Breaking Barriers Alliance",5
1225,"1","0","1","0","1","advert.1","1",7,5.5,4.66666666666667,5,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Conservative",56,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",7,7,7,7,6,3,5,6,5,6,6,5,7,"Common Sense Collective,Breaking Barriers Alliance",2
1225,"1","0","1","0","1","advert.2","0",4,3,2.66666666666667,3,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Conservative",56,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,7,4,7,7,3,2,3,3,3,3,3,5.5,"Common Sense Collective,Breaking Barriers Alliance",2
1225,"1","0","1","0","1","advert.3","1",6,5.5,3.33333333333333,6,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Conservative",56,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,7,6,7,7,2,2,6,5,6,6,5,6.5,"Common Sense Collective,Breaking Barriers Alliance",2
1225,"1","0","1","0","1","advert.4","0",6,5,6,3,"2","correct","1","1","0","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Conservative",56,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,7,6,7,6,6,6,6,5,5,5,5,6.5,"Common Sense Collective,Breaking Barriers Alliance",2
1226,"1","0","1","0","0","advert.1","1",5,1,1,1,"2","correct","1","0","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","2-5 times a day","Conservative",63,"Female","GCSE level, or equivalent","White",6,6,4,7,6,1,1,1,1,1,1,1,5.75,"Common Sense Collective,Campaign for a better Britain",4
1226,"1","0","1","0","0","advert.2","0",4,1,1.66666666666667,1,"2","correct","1","0","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","2-5 times a day","Conservative",63,"Female","GCSE level, or equivalent","White",3,7,5,5,7,1,2,2,1,1,1,1,5,"Common Sense Collective,Campaign for a better Britain",4
1226,"1","0","1","0","0","advert.3","1",1.5,3,5.33333333333333,6,"2","correct","1","0","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","2-5 times a day","Conservative",63,"Female","GCSE level, or equivalent","White",2,7,1,6,3,6,5,5,2,3,5,2,4,"Common Sense Collective,Campaign for a better Britain",4
1226,"1","0","1","0","0","advert.4","0",1.5,1.25,2.66666666666667,2,"2","correct","1","0","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","2-5 times a day","Conservative",63,"Female","GCSE level, or equivalent","White",2,7,1,6,6,2,1,5,1,2,1,1,4,"Common Sense Collective,Campaign for a better Britain",4
1227,"0","1","0","1","0","advert.1","0",5,3.75,4,5,"4","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Labour",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,6,7,5,3,4,4,4,4,3,5.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",4
1227,"0","1","0","1","0","advert.2","1",5,3.5,3.33333333333333,5,"4","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Labour",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,6,7,4,2,4,4,4,4,2,5.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",4
1227,"0","1","0","1","0","advert.3","0",4,4,2,4,"4","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Labour",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,4,7,6,2,2,2,3,5,4,4,5.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",4
1227,"0","1","0","1","0","advert.4","1",4.5,4.5,5.33333333333333,5,"4","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Labour",61,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,4,6,7,5,5,6,5,4,4,5,5.5,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",4
1228,"1","0","1","0","1","advert.1","1",1,2.75,6,5,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Less than once a week","Labour",67,"Female","A-level, or equivalent","White",1,7,1,7,7,6,6,6,3,4,3,1,4,"Common Sense Collective,Campaign for a better Britain",1
1228,"1","0","1","0","1","advert.2","0",1,3.25,5.66666666666667,5,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Less than once a week","Labour",67,"Female","A-level, or equivalent","White",1,7,1,7,7,6,6,5,3,5,3,2,4,"Common Sense Collective,Campaign for a better Britain",1
1228,"1","0","1","0","1","advert.3","1",1,7,6,7,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Less than once a week","Labour",67,"Female","A-level, or equivalent","White",1,7,1,7,7,4,7,7,7,7,7,7,4,"Common Sense Collective,Campaign for a better Britain",1
1228,"1","0","1","0","1","advert.4","0",1,2.75,5.33333333333333,3,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Less than once a week","Labour",67,"Female","A-level, or equivalent","White",1,7,1,6,7,5,5,6,3,4,3,1,3.75,"Common Sense Collective,Campaign for a better Britain",1
1229,"0","1","1","0","0","advert.1","0",6,2.25,4.33333333333333,4,"0","incorrect","0","0","0","0","1","1","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",71,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,6,4,5,4,2,3,3,1,6,"Future First,The People’s movement",3
1229,"0","1","1","0","0","advert.2","1",1.5,3.25,3.66666666666667,6,"0","incorrect","0","0","0","0","1","1","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",71,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,1,6,6,2,6,3,3,4,3,3,3.75,"Future First,The People’s movement",3
1229,"0","1","1","0","0","advert.3","1",3.5,4.25,2.33333333333333,5,"0","incorrect","0","0","0","0","1","1","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",71,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,2,5,6,2,3,2,2,5,5,5,4.5,"Future First,The People’s movement",3
1229,"0","1","1","0","0","advert.4","0",1.5,2.75,4,4,"0","incorrect","0","0","0","0","1","1","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Labour",71,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,2,5,6,3,6,3,2,4,4,1,3.75,"Future First,The People’s movement",3
1230,"1","0","1","0","0","advert.1","1",3.5,5.75,5.33333333333333,7,"1","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Other, please specify___________",53,"Male","GCSE level, or equivalent","Mixed",5,6,2,6,6,5,6,5,7,7,5,4,4.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",1
1230,"1","0","1","0","0","advert.2","0",2.5,5.25,2.66666666666667,7,"1","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Other, please specify___________",53,"Male","GCSE level, or equivalent","Mixed",3,7,2,7,7,2,3,3,6,7,7,1,4.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",1
1230,"1","0","1","0","0","advert.3","1",1,5.75,2,7,"1","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Other, please specify___________",53,"Male","GCSE level, or equivalent","Mixed",1,6,1,7,7,2,2,2,5,5,7,6,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",1
1230,"1","0","1","0","0","advert.4","0",2,2.5,5,3,"1","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","More than 2 hours ","Never","Other, please specify___________",53,"Male","GCSE level, or equivalent","Mixed",2,6,2,6,6,6,5,4,3,3,3,1,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",1
1231,"0","1","1","0","0","advert.1","0",5,4.75,6,2,"2","correct","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,7,4,5,7,6,6,6,5,5,5,4,5.5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1231,"0","1","1","0","0","advert.2","1",2.5,2.75,5,4,"2","correct","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,3,6,6,4,6,5,3,2,4,2,4.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1231,"0","1","1","0","0","advert.3","1",2.5,3.5,5,2,"2","correct","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,3,6,5,4,6,5,5,2,3,4,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1231,"0","1","1","0","0","advert.4","0",2,3,5.33333333333333,4,"2","correct","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,5,5,5,7,4,3,3,4,2,3.75,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1232,"0","1","1","0","0","advert.1","0",7,5.75,5.66666666666667,6,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Labour",70,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",7,7,7,7,7,6,6,5,5,6,6,6,7,"Common Sense Collective,Campaign for a better Britain",1
1232,"0","1","1","0","0","advert.2","1",1,6.25,3.33333333333333,6,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Labour",70,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,1,7,7,3,3,4,4,7,7,7,4,"Common Sense Collective,Campaign for a better Britain",1
1232,"0","1","1","0","0","advert.3","1",1,5.75,4,6,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Labour",70,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,6,6,5,3,4,5,6,6,6,3.5,"Common Sense Collective,Campaign for a better Britain",1
1232,"0","1","1","0","0","advert.4","0",2,2.5,4.33333333333333,4,"3","incorrect","1","0","0","1","0","0","0","0",5,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Labour",70,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,6,6,4,4,5,3,3,3,1,4,"Common Sense Collective,Campaign for a better Britain",1
1233,"0","1","0","1","1","advert.1","0",6.5,3.5,7,1,"1","incorrect","0","0","1","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1/2 hour to 1 hour ","2-5 times a day","Labour",67,"Female","GCSE level, or equivalent","White",7,7,6,6,7,7,7,7,2,4,6,2,6.5,"Speak Freely Inc.,Campaign for a better Britain",1
1233,"0","1","0","1","1","advert.2","1",3,5.25,3.66666666666667,5,"1","incorrect","0","0","1","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1/2 hour to 1 hour ","2-5 times a day","Labour",67,"Female","GCSE level, or equivalent","White",4,3,2,6,5,3,4,4,6,6,4,5,3.75,"Speak Freely Inc.,Campaign for a better Britain",1
1233,"0","1","0","1","1","advert.3","0",2,7,6,6,"1","incorrect","0","0","1","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1/2 hour to 1 hour ","2-5 times a day","Labour",67,"Female","GCSE level, or equivalent","White",2,6,2,1,2,6,6,6,7,7,7,7,2.75,"Speak Freely Inc.,Campaign for a better Britain",1
1233,"0","1","0","1","1","advert.4","1",5,5.25,6.66666666666667,4,"1","incorrect","0","0","1","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1/2 hour to 1 hour ","2-5 times a day","Labour",67,"Female","GCSE level, or equivalent","White",5,7,5,6,6,7,7,6,5,6,5,5,5.75,"Speak Freely Inc.,Campaign for a better Britain",1
1234,"0","1","0","1","0","advert.1","0",5,1.25,2.33333333333333,2,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Conservative",67,"Female","GCSE level, or equivalent","White",5,7,5,7,7,2,2,3,1,2,1,1,6,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1234,"0","1","0","1","0","advert.2","1",4,1,2,1,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Conservative",67,"Female","GCSE level, or equivalent","White",5,7,3,7,7,1,2,3,1,1,1,1,5.5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1234,"0","1","0","1","0","advert.3","0",2,4.25,1.66666666666667,5,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Conservative",67,"Female","GCSE level, or equivalent","White",2,7,2,7,7,1,1,3,4,5,7,1,4.5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1234,"0","1","0","1","0","advert.4","1",6,2.25,7,4,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once every couple of days	","Conservative",67,"Female","GCSE level, or equivalent","White",6,7,6,7,7,7,7,7,3,2,3,1,6.5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
1235,"0","1","1","0","0","advert.1","0",5.5,4.75,5.33333333333333,6,"0","incorrect","0","0","0","1","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Other, please specify___________",66,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",6,7,5,7,7,5,5,6,4,5,7,3,6.25,"Campaign for a better Britain",1
1235,"0","1","1","0","0","advert.2","1",2,6,4.66666666666667,7,"0","incorrect","0","0","0","1","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Other, please specify___________",66,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,7,7,4,5,5,6,7,7,4,4.5,"Campaign for a better Britain",1
1235,"0","1","1","0","0","advert.3","1",1,6,4.66666666666667,7,"0","incorrect","0","0","0","1","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Other, please specify___________",66,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,6,7,4,5,5,6,6,6,6,3.5,"Campaign for a better Britain",1
1235,"0","1","1","0","0","advert.4","0",1,7,5.33333333333333,7,"0","incorrect","0","0","0","1","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","2-5 times a day","Other, please specify___________",66,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,1,2,7,5,6,5,7,7,7,7,2.75,"Campaign for a better Britain",1
1236,"1","0","0","1","0","advert.1","1",5,5,6,5,"4","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Liberal Democrat",74,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,5,6,6,6,6,6,5,5,5,5,5.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1236,"1","0","0","1","0","advert.2","0",5,5,4.33333333333333,5,"4","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Liberal Democrat",74,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,5,6,6,5,3,5,5,5,5,5,5.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1236,"1","0","0","1","0","advert.3","0",1.5,4.5,2.33333333333333,6,"4","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Liberal Democrat",74,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,1,6,5,2,2,3,4,5,5,4,3.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1236,"1","0","0","1","0","advert.4","1",2,5,6,6,"4","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Liberal Democrat",74,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,6,6,6,6,6,5,5,5,5,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
1237,"1","0","1","0","0","advert.1","1",6,2.5,4.33333333333333,2,"0","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",57,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",6,6,6,6,5,5,4,4,2,3,3,2,6,"Campaign for a better Britain",2
1237,"1","0","1","0","0","advert.2","0",6,2,4,4,"0","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",57,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",6,6,6,6,4,4,4,4,2,2,2,2,6,"Campaign for a better Britain",2
1237,"1","0","1","0","0","advert.3","1",4,2,3.33333333333333,4,"0","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",57,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5,5,3,4,5,2,6,2,2,2,2,2,4.25,"Campaign for a better Britain",2
