"id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
981,"1","0","1","1","0",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",3,2,4,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,3,3,3,5,3,3,3,4,5,5,5,6,2,4,2,2,"1/2 hour to 1 hour ","2-5 times a day","Green Party",41,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3.25,3.66666666666667,4,5.33333333333333
982,"1","0","1","0","1",2,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,2,1,1,2,2,2,2,6,7,7,1,2,1,1,"None, No time at all ","Once a day	","Labour",31,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,1.33333333333333,2,6.66666666666667
984,"0","1","0","1","0",3,"0","incorrect",2,0,"1","0","0","1","0","0","0","0",1,4,5,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,3,5,3,4,3,3,3,4,5,5,5,3,3,3,3,"Less than 1/2 hour ","More than five times a day	","Alliance Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3.33333333333333,3.33333333333333,5
985,"0","0","1","0","1",4,"1","incorrect",1,0,"0","1","0","0","0","0","0","0",3,5,1,2,4,6,"","Not sure",5,5,4,5,3,2,4,4,4,5,5,6,6,2,3,2,2,"Less than 1/2 hour ","2-5 times a day","Labour",22,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3,4.33333333333333,5.66666666666667
986,"1","1","0","1","0",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,2,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,3,4,3,4,2,4,2,5,4,6,6,2,4,3,2,"1/2 hour to 1 hour ","Never","Labour",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.75,3,3.66666666666667,5.33333333333333
988,"1","1","0","0","1",3,"Not sure","incorrect",2,0,"0","1","0","1","0","0","0","0",1,3,4,5,2,6,"","Not sure",3,3,2,4,4,4,3,2,2,2,6,5,5,3,1,3,2,"None, No time at all ","2-5 times a day","I do not identify with any political party",40,"Female","A-level, or equivalent","White",3,3.66666666666667,2,5.33333333333333
989,"0","0","1","1","0",3,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,6,3,5,2,6,3,6,5,6,6,1,5,1,3,"1/2 hour to 1 hour ","Once every couple of days	","Labour",48,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.75,3.33333333333333,5,5.66666666666667
990,"0","0","1","1","0",2,"1","incorrect",1,0,"0","1","0","0","0","0","0","0",2,1,4,3,5,6,"sponsors","There are no regulatory controls on any type of political advertising during UK elections",4,3,4,3,1,1,1,6,5,4,7,7,7,1,5,1,1,"1 to 2 hours ","2-5 times a day","Reform UK",60,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,1,5,7
991,"0","0","1","1","0",2,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,3,2,4,5,6,"","Not sure",5,5,3,5,1,1,1,3,5,4,7,7,7,1,4,1,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Male","A-level, or equivalent","White",4.5,1,4,7
992,"0","1","0","1","0",5,"2","correct",1,0,"0","0","1","0","0","0","0","0",5,6,3,1,4,2,"","Not sure",4,3,3,4,3,3,3,4,5,4,5,6,6,1,4,2,2,"More than 2 hours ","Once a day	","Labour",63,"Female","GCSE level, or equivalent","White",3.5,3,4.33333333333333,5.66666666666667
993,"0","0","1","1","0",4,"0","incorrect",2,0,"1","1","0","0","0","0","0","0",2,1,3,6,4,5,"","Not sure",3,3,4,4,3,3,3,3,3,4,5,5,5,3,4,2,2,"1 to 2 hours ","Never","Conservative",81,"Male","GCSE level, or equivalent","White",3.5,3,3.33333333333333,5
994,"0","1","0","1","0",3,"Not sure","incorrect",3,0,"1","0","1","1","0","0","0","0",1,2,5,4,6,3,"Social media companies","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,5,3,3,4,3,4,4,5,5,5,6,2,5,2,3,"1/2 hour to 1 hour ","Once a week	","Labour",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,3.33333333333333,4.33333333333333,5.33333333333333
995,"0","1","0","0","1",2,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,6,2,3,4,4,6,6,6,6,6,3,4,3,3,"1/2 hour to 1 hour ","Never","Labour",52,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,3,5.33333333333333,6
996,"1","1","0","1","0",2,"1","incorrect",1,0,"0","0","1","0","0","0","0","0",4,1,2,3,5,6,"","Not sure",5,6,6,6,3,3,6,5,6,2,2,3,5,3,3,3,3,"1/2 hour to 1 hour ","Once every couple of days	","I do not identify with any political party",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,4,4.33333333333333,3.33333333333333
997,"1","1","0","0","1",2,"0","incorrect",2,0,"1","0","0","1","0","0","0","0",6,5,4,3,1,2,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,4,5,3,1,1,1,6,6,6,2,3,2,2,"1/2 hour to 1 hour ","Never","Sinn Féin",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,4,1,6
998,"1","1","0","0","1",4,"Not sure","incorrect",1,1,"0","0","0","1","0","1","0","0",5,3,1,2,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,5,3,5,1,1,1,2,2,2,6,6,7,1,2,1,5,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",52,"Male","A-level, or equivalent","White",4,1,2,6.33333333333333
999,"1","1","0","0","1",2,"2","correct",2,0,"1","0","1","0","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,6,2,3,3,3,3,4,5,6,5,2,3,3,2,"1/2 hour to 1 hour ","Once a day	","I do not identify with any political party",31,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Other",5.5,2.66666666666667,3.33333333333333,5.33333333333333
1000,"1","1","0","1","0",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,2,5,3,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,2,3,5,2,6,5,5,7,7,6,1,5,1,2,"More than 2 hours ","Less than once a week","Labour",44,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Asian",4.25,3.33333333333333,5.33333333333333,6.66666666666667
1001,"1","1","0","0","1",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,5,3,2,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,2,3,1,1,1,2,6,5,7,7,7,2,3,1,1,"Less than 1/2 hour ","2-5 times a day","Labour",34,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3.75,1,4.33333333333333,7
1002,"1","1","0","1","0",3,"4","incorrect",2,0,"1","0","0","1","0","0","0","0",1,3,2,4,5,6,"","Not sure",4,4,4,3,3,4,2,5,3,4,5,7,6,2,5,2,2,"1/2 hour to 1 hour ","Once a day	","Labour",69,"Male","GCSE level, or equivalent","White",3.75,3,4,6
1003,"1","0","1","0","1",3,"Not sure","incorrect",3,0,"0","1","1","1","0","0","0","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,4,4,4,3,3,2,4,3,5,6,6,3,3,2,1,"Less than 1/2 hour ","Once a day	","Liberal Democrat",25,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,3.33333333333333,3,5.66666666666667
1004,"1","0","1","1","0",4,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",4,2,1,5,6,3,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,4,3,4,3,5,5,6,5,5,5,2,5,2,5,"1 to 2 hours ","Once a day	","Labour",55,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.5,3.33333333333333,5.33333333333333,5
1005,"0","1","0","0","1",4,"2","correct",3,0,"0","1","1","1","0","0","0","0",2,5,4,3,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,4,4,5,1,1,2,3,2,4,6,7,7,1,3,1,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",54,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,1.33333333333333,3,6.66666666666667
1006,"0","1","0","1","0",4,"Not sure","incorrect",3,0,"1","1","1","0","0","0","0","0",1,2,5,3,4,6,"","Not sure",2,4,3,2,2,2,2,1,1,2,5,7,7,1,4,4,4,"1/2 hour to 1 hour ","Less than once a week","I do not identify with any political party",53,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.75,2,1.33333333333333,6.33333333333333
1007,"0","1","0","1","0",5,"Not sure","incorrect",2,1,"1","0","0","1","0","1","0","0",2,5,4,3,6,1,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,6,6,6,6,6,6,6,6,7,6,3,5,2,3,"1 to 2 hours ","More than five times a day	","Labour",36,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.75,6,6,6.33333333333333
1008,"1","1","0","1","0",1,"2","correct",2,0,"1","0","1","0","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,6,5,6,5,3,5,5,3,3,3,3,4,3,4,"1/2 hour to 1 hour ","Once a day	","Labour",43,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.25,5.33333333333333,4.33333333333333,3
1009,"1","1","0","0","1",3,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",3,1,5,2,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,4,4,3,4,5,5,5,5,5,2,3,2,2,"1/2 hour to 1 hour ","Once every couple of days	","Labour",46,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.66666666666667,4.66666666666667,5
1010,"0","0","1","1","0",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",2,3,4,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,3,3,3,5,5,6,5,6,5,2,4,2,2,"Less than 1/2 hour ","Once every couple of days	","Conservative",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3,5.33333333333333,5.33333333333333
1011,"0","0","1","1","0",3,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",1,2,3,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,2,1,4,4,3,5,6,6,7,2,3,2,2,"1 to 2 hours ","Once a week	","I do not identify with any political party",27,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,2.33333333333333,4,6.33333333333333
1013,"1","1","0","0","1",2,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,4,2,5,3,3,3,1,2,3,4,6,3,2,2,1,1,"Less than 1/2 hour ","Once every couple of days	","Conservative",48,"Female","Other, please specify","White",3,3,2,4.33333333333333
1014,"0","1","0","0","1",5,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",2,5,3,1,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,4,3,3,3,3,4,3,6,5,6,6,6,2,2,2,3,"Less than 1/2 hour ","Once a day	","Labour",28,"Male","GCSE level, or equivalent","Mixed",3.25,3.33333333333333,4.66666666666667,6
1015,"0","0","1","1","0",5,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,5,2,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,2,1,3,2,2,2,6,6,6,2,2,2,2,"Less than 1/2 hour ","Once every couple of days	","Labour",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,2,2,6
1016,"0","1","0","1","0",2,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",5,1,4,2,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",4,5,5,4,3,4,2,4,2,5,6,6,6,2,4,3,2,"Less than 1/2 hour ","Once a day	","Conservative",43,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3,3.66666666666667,6
1017,"1","0","1","0","1",1,"Not sure","incorrect",3,0,"1","0","1","1","0","0","0","0",2,4,3,1,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",2,3,2,5,2,1,2,2,3,6,7,6,7,2,2,1,1,"1/2 hour to 1 hour ","More than five times a day	","I do not identify with any political party",31,"Female","GCSE level, or equivalent","White",3,1.66666666666667,3.66666666666667,6.66666666666667
1018,"1","0","1","1","0",6,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",3,5,4,2,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,6,6,3,3,3,2,2,5,5,6,5,3,2,3,2,"None, No time at all ","Less than once a week","Green Party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,3,3,5.33333333333333
1019,"0","0","1","1","0",2,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",5,3,1,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,4,1,2,3,4,3,5,4,4,6,7,6,3,3,1,1,"1 to 2 hours ","2-5 times a day","Conservative",35,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,3.33333333333333,4.33333333333333,6.33333333333333
1020,"1","0","1","1","0",5,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,5,2,4,6,"","Not sure",6,6,7,7,3,3,4,5,3,3,6,7,6,2,3,2,5,"Less than 1/2 hour ","2-5 times a day","Conservative",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Mixed",6.5,3.33333333333333,3.66666666666667,6.33333333333333
1021,"1","0","1","0","1",3,"Not sure","incorrect",1,0,"1","0","0","0","0","0","0","0",3,4,1,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,7,6,1,1,1,2,2,2,4,7,7,3,4,3,2,"1 to 2 hours ","More than five times a day	","Labour",28,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Black",4.25,1,2,6
1022,"1","0","1","1","0",3,"0","incorrect",3,0,"1","0","1","1","0","0","0","0",1,5,4,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,6,3,3,3,5,6,6,6,6,1,4,2,3,"Less than 1/2 hour ","Never","Labour",29,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Asian",5,4,4.66666666666667,6
1023,"0","0","1","1","0",3,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,3,4,3,4,4,4,5,5,5,2,4,1,2,"1/2 hour to 1 hour ","Once a week	","Liberal Democrat",50,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.33333333333333,4,5
1024,"0","1","0","1","0",2,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,3,5,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,3,2,2,4,4,5,5,6,5,6,2,2,2,2,"None, No time at all ","2-5 times a day","Labour",23,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,2.66666666666667,4.66666666666667,5.66666666666667
1025,"0","0","1","1","0",1,"0","incorrect",2,0,"1","1","0","0","0","0","0","0",5,1,3,2,6,4,"Foreign actors","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,5,2,6,5,2,2,2,6,4,3,5,7,3,3,3,3,"Less than 1/2 hour ","Once a week	","Alliance Party",33,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,3,4,5
1026,"1","1","0","1","0",5,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,4,2,5,6,"non voters","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,5,2,5,3,7,6,6,5,6,4,1,5,2,1,"More than 2 hours ","Once a week	","Labour",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.75,3.33333333333333,6.33333333333333,5
1027,"1","0","1","1","0",1,"0","incorrect",2,1,"1","1","0","0","0","1","0","0",2,3,5,1,6,4,"Unsure","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,4,5,4,2,2,2,5,6,6,6,6,5,2,4,2,2,"1/2 hour to 1 hour ","More than five times a day	","Conservative",46,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,2,5.66666666666667,5.66666666666667
1028,"1","1","0","1","0",2,"1","incorrect",2,0,"1","1","0","0","0","0","0","0",2,1,5,4,6,3,"Political Parties","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,5,5,3,2,2,5,5,4,6,3,4,2,2,"1/2 hour to 1 hour ","Once every couple of days	","Green Party",68,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,4.33333333333333,3,5
1029,"0","0","1","0","1",2,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,5,3,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,5,6,3,2,2,5,4,6,6,6,1,2,1,2,"None, No time at all ","Never","Green Party",52,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,3.66666666666667,3.66666666666667,6
1030,"1","1","0","1","0",1,"2","correct",3,0,"1","0","1","1","0","0","0","0",3,4,5,1,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,2,1,2,1,4,4,6,7,7,7,1,4,2,1,"1/2 hour to 1 hour ","Once a day	","Reform UK",58,"Female","A-level, or equivalent","White",2,1.33333333333333,4.66666666666667,7
1031,"0","1","0","0","1",3,"2","correct",1,0,"1","0","0","0","0","0","0","0",2,1,5,4,3,6,"","Not sure",2,2,2,3,2,3,3,3,3,2,6,6,6,1,3,1,1,"Less than 1/2 hour ","Once every couple of days	","Labour",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2.25,2.66666666666667,2.66666666666667,6
1032,"0","0","1","0","1",3,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",3,1,2,4,5,6,"the general public","Not sure",5,5,3,5,3,3,3,3,1,5,5,5,5,2,3,2,2,"Less than 1/2 hour ","Less than once a week","Labour",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3,3,5
1033,"0","1","0","0","1",4,"Not sure","incorrect",2,0,"1","0","0","1","0","0","0","0",1,3,2,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,5,6,1,2,2,5,6,7,6,6,5,1,3,2,2,"Less than 1/2 hour ","Never","Labour",23,"Male","A-level, or equivalent","White",5.5,1.66666666666667,6,5.66666666666667
1034,"1","1","0","0","1",5,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",1,5,2,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,5,5,5,5,4,5,4,4,3,4,3,3,3,4,"1/2 hour to 1 hour ","Once every couple of days	","I do not identify with any political party",25,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5.5,5,4.33333333333333,3.66666666666667
1035,"1","1","0","0","1",1,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,5,3,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,3,4,2,1,6,3,5,5,6,7,7,1,2,2,3,"Less than 1/2 hour ","Less than once a week","Green Party",25,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,3,4.33333333333333,6.66666666666667
1036,"0","1","0","0","1",5,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",2,3,5,1,4,6,"","Not sure",5,5,5,5,3,4,5,3,2,3,4,4,5,3,4,2,3,"Less than 1/2 hour ","Less than once a week","I do not identify with any political party",42,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5,4,2.66666666666667,4.33333333333333
1037,"1","0","1","1","0",3,"Not sure","incorrect",3,0,"0","1","1","1","0","0","0","0",1,4,3,2,5,6,"","Not sure",4,5,4,5,2,2,2,3,3,5,5,6,7,1,4,3,1,"1/2 hour to 1 hour ","Never","I do not identify with any political party",39,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Other",4.5,2,3.66666666666667,6
1038,"1","1","0","1","0",4,"2","correct",2,0,"1","0","1","0","0","0","0","0",2,3,1,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,4,2,2,2,3,1,2,5,6,7,7,2,4,2,2,"Less than 1/2 hour ","Less than once a week","Green Party",34,"Male","A-level, or equivalent","White",3.75,2.33333333333333,2.66666666666667,6.66666666666667
1039,"0","0","1","0","1",5,"Not sure","incorrect",2,1,"0","0","1","1","1","0","0","0",5,1,6,3,4,2,"","Not sure",4,4,4,4,4,4,4,4,4,4,5,5,4,2,3,3,3,"1 to 2 hours ","2-5 times a day","Conservative",29,"Male","A-level, or equivalent","Black",4,4,4,4.66666666666667
1040,"1","0","1","1","0",4,"4","incorrect",3,0,"1","1","1","0","0","0","0","0",1,2,3,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",1,5,5,5,3,3,3,3,3,3,4,5,5,2,3,2,2,"1/2 hour to 1 hour ","2-5 times a day","Conservative",67,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,3,3,4.66666666666667
1041,"1","1","0","1","0",5,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",1,6,4,3,2,5,"Politicians","Not sure",6,6,6,6,4,5,4,5,6,5,4,7,5,3,5,1,2,"1 to 2 hours ","Once a week	","Other, please specify___________",66,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,4.33333333333333,5.33333333333333,5.33333333333333
1042,"1","0","1","0","1",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",2,1,5,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,2,5,1,1,1,3,4,4,7,7,7,2,3,1,1,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",66,"Female","A-level, or equivalent","White",3,1,3.66666666666667,7
1043,"1","0","1","0","1",5,"Not sure","incorrect",2,1,"1","0","0","1","0","0","1","0",1,5,3,2,4,6,"","Not sure",4,4,4,5,5,4,4,4,5,4,5,4,4,3,3,3,3,"1/2 hour to 1 hour ","2-5 times a day","Conservative",61,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",4.25,4.33333333333333,4.33333333333333,4.33333333333333
1045,"1","1","0","1","0",3,"2","correct",2,0,"1","0","1","0","0","0","0","0",1,3,2,5,4,6,"","Not sure",5,6,5,6,1,1,1,1,1,2,7,7,7,1,2,1,2,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",32,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.5,1,1.33333333333333,7
1046,"1","0","1","0","1",3,"Not sure","incorrect",2,0,"1","1","0","0","0","0","0","0",1,4,2,3,5,6,"","Not sure",3,4,5,3,2,1,2,1,2,3,6,7,6,1,2,1,1,"Less than 1/2 hour ","Once every couple of days	","Labour",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,1.66666666666667,2,6.33333333333333
1047,"0","1","0","1","0",4,"2","correct",1,0,"0","0","0","1","0","0","0","0",6,4,5,2,3,1,"","There are no regulatory controls on any type of political advertising during UK elections",4,5,5,4,4,4,4,1,1,1,5,5,7,4,1,3,2,"None, No time at all ","2-5 times a day","Conservative",71,"Female","GCSE level, or equivalent","White",4.5,4,1,5.66666666666667
1048,"0","1","0","0","1",2,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,4,4,5,3,4,3,4,4,4,5,7,6,3,3,1,2,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",43,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,3.33333333333333,4,6
1049,"1","1","0","0","1",2,"2","correct",2,0,"0","1","0","1","0","0","0","0",2,1,3,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,5,7,1,1,2,5,6,7,7,7,7,1,2,2,2,"Less than 1/2 hour ","Never","I do not identify with any political party",28,"Male","A-level, or equivalent","White",6,1.33333333333333,6,7
1050,"1","0","1","1","0",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",2,1,4,5,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",7,7,7,7,1,1,1,7,7,7,7,7,7,2,5,1,2,"1/2 hour to 1 hour ","Once every couple of days	","Green Party",24,"Male","A-level, or equivalent","White",7,1,7,7
